Analyse 1,Algebre 1,Electrostatique et Magnetostatique,Mecanique du Point,Architecture des Ordinateurs,Tec1,Electrocinetique et Optique Geometrique,Analyse2,Outils Informatiques,Algebre 2,Chimie Generale,Tec2 et Anglais,Mecanique du Solide,Algebre 3,Analyse 3,Thermodynamique et Statique des Fluides,Tec et Anglais 2,Electromagnetisme et Optique Physique,Electronique,Analyse 4,Probabilites et Statistiques,Programmation C,Dao et Materiaux,Organisation Entreprise et Economie,Moyenne,Moyenne de Baccalaureat,Region d'Origine,Filiere choisie
10,13,14,14,11,10,11,11,9,15,15,15,11,13,13,15,11,11,12,13,12,14,15,11,12.458333333333334,17.649146840981906,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
13,14,12,9,14,10,9,12,12,15,15,14,11,11,15,15,10,10,15,15,15,9,9,14,12.416666666666666,16.482326520091952,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,15,15,15,9,13,9,14,14,12,12,13,15,11,15,11,11,12,9,10,14,15,10,12.458333333333334,15.255842318030044,Souss-Massa,Genie Civil(BTP)
14,15,10,10,15,10,9,10,13,9,15,11,10,15,15,15,10,14,10,9,11,10,10,11,11.708333333333334,17.823689595591386,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
10,11,10,10,13,11,11,10,13,15,15,15,11,15,14,15,15,10,14,13,11,14,15,11,12.583333333333334,16.688000358149203,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,15,15,12,15,15,12,14,13,13,11,15,10,10,12,14,10,15,13,9,15,15,12,12.666666666666666,17.016016004766133,Laayoune-Sakia El Hamra,Genie Electrique
12,12,13,13,13,15,14,13,12,12,15,12,10,9,14,15,15,14,11,9,10,11,15,14,12.625,15.262709211432377,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
15,14,13,12,9,13,14,12,15,12,14,14,15,14,13,15,14,14,14,12,13,14,14,11,13.333333333333334,15.114363079819851,Souss-Massa,Genie Industriel
12,11,12,15,11,9,11,10,13,14,9,9,10,12,12,15,12,10,9,12,9,14,15,11,11.541666666666666,16.372663134459,Souss-Massa,Genie Civil(BTP)
14,9,12,15,12,14,13,11,11,10,15,9,10,12,12,15,10,13,11,15,13,9,13,12,12.083333333333334,17.75241384231459,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,15,12,15,10,11,13,14,14,14,15,10,15,15,11,15,11,12,10,12,11,14,15,9,12.708333333333334,17.92631958248453,Souss-Massa,Genie Civil(BTP)
12,13,15,14,13,9,12,9,13,15,15,15,11,12,11,15,10,11,10,15,14,11,11,13,12.458333333333334,12.296842512173455,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
13,9,10,10,11,14,12,10,12,15,15,13,15,13,14,15,13,9,10,10,14,11,10,9,11.958333333333334,16.197698776822637,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,12,11,15,12,13,15,14,12,10,15,10,11,15,11,15,14,12,9,14,11,13,14,13,12.5,16.177813504473473,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,15,15,11,13,14,15,11,14,12,11,11,9,14,10,14,15,14,14,10,14,12,9,9,12.291666666666666,16.129164878619815,Beni Mellal-Khenifra,Genie Electrique
14,13,12,15,13,11,14,14,14,10,15,15,14,12,12,11,12,10,15,11,11,9,14,12,12.625,15.756211097320458,Laayoune-Sakia El Hamra,Genie Industriel
14,14,9,12,13,15,13,11,14,12,15,9,10,14,12,15,14,12,10,15,12,11,11,10,12.375,12.163587381810274,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,13,12,14,11,11,13,13,15,12,15,15,14,15,15,15,13,11,13,12,14,9,13,12,12.958333333333334,17.98311312047615,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
11,11,11,15,9,12,12,14,14,10,15,15,9,9,15,15,15,13,14,14,13,15,12,10,12.625,17.652070683042986,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
10,11,15,9,11,11,12,11,13,11,15,12,13,13,15,15,15,12,9,15,10,10,9,15,12.166666666666666,16.160569563938807,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,12,14,9,9,14,14,15,14,15,9,15,13,10,15,12,13,15,12,10,10,15,15,12.75,15.273436981239977,Souss-Massa,Genie Industriel
10,13,9,13,14,10,11,9,13,9,15,13,14,9,13,15,9,14,12,12,12,15,15,12,12.125,15.77264179836773,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
9,10,9,11,13,10,9,14,9,12,15,11,15,9,15,15,11,13,14,10,13,11,15,10,11.791666666666666,17.369470988322348,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
14,12,11,12,14,11,10,9,12,14,15,12,13,12,13,15,9,9,10,15,13,9,10,12,11.916666666666666,13.492457201654345,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,12,11,15,12,15,10,15,11,9,9,15,13,10,13,15,15,10,14,10,9,13,15,14,12.25,15.541966057970887,Fes-Meknes,Genie Civil(BTP)
9,14,15,14,12,12,13,10,14,14,14,10,14,15,13,11,10,12,14,10,15,12,14,12,12.625,16.976538310723846,Souss-Massa,Genie Industriel
13,12,15,15,12,10,12,12,14,11,14,9,13,11,13,9,9,13,15,14,15,13,15,12,12.541666666666666,17.258790259038022,Souss-Massa,Genie Industriel
14,10,9,12,14,10,12,9,15,15,15,11,14,12,12,15,13,14,15,14,15,10,10,14,12.666666666666666,13.853276428296915,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,9,9,12,14,12,15,14,9,15,13,9,12,12,15,15,12,11,14,13,10,10,10,11.916666666666666,17.819989226542372,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,13,12,14,13,14,12,15,14,9,15,13,14,10,11,9,10,13,15,12,10,13,14,12,12.5,15.448868428586888,Marrakech-Safi,Genie Industriel
11,10,11,12,11,12,9,13,14,11,14,13,10,14,14,10,15,9,15,9,15,12,15,12,12.125,17.840411613022418,Souss-Massa,Genie Industriel
15,10,12,10,14,11,14,11,14,12,14,13,13,12,13,9,9,14,14,13,13,9,15,9,12.208333333333334,17.7540012998821,Guelmim-Oued Noun,Genie Industriel
11,14,13,10,12,10,13,13,9,15,15,15,15,13,10,15,9,11,15,14,12,11,10,10,12.291666666666666,16.249292437510594,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,11,14,15,10,9,11,15,15,15,9,15,9,15,15,13,13,12,15,14,14,15,15,13.083333333333334,17.667633629042413,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
13,14,13,15,12,15,9,13,15,12,15,12,14,15,9,15,13,10,13,12,13,14,9,14,12.875,13.429642156421464,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,15,15,13,9,10,10,13,12,12,15,12,9,10,13,15,11,12,15,13,13,11,15,9,12.291666666666666,15.019698664611589,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,14,15,12,11,15,12,10,13,13,15,14,13,11,12,15,10,12,10,9,12,12,12,15,12.333333333333334,17.10964430865451,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
11,14,15,9,10,10,15,13,12,15,10,13,11,9,15,11,15,13,14,12,10,9,11,14,12.125,17.812070480608476,Oriental,Genie Electrique
10,14,15,14,13,13,15,12,15,10,14,10,10,13,10,13,14,11,15,10,10,13,14,13,12.541666666666666,15.41654640656547,Marrakech-Safi,Genie Electrique
12,12,15,14,12,11,11,14,13,13,15,15,14,9,13,15,11,11,13,9,14,11,10,15,12.583333333333334,12.848020176033964,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
12,15,15,9,12,10,15,9,11,9,15,11,12,15,12,10,15,11,15,10,13,13,11,9,12.041666666666666,17.359564839086186,Draa-Tafilalet,Genie Electrique
13,14,12,9,14,15,15,11,14,14,14,9,15,14,9,12,10,12,15,15,11,14,14,13,12.833333333333334,17.826498110869704,Souss-Massa,Genie Industriel
9,12,12,9,12,12,12,9,14,13,15,10,14,12,9,15,11,9,14,11,11,11,13,15,11.833333333333334,17.06849220888526,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
12,14,15,9,10,13,15,9,14,14,14,9,13,15,12,9,13,11,15,13,11,11,14,15,12.5,15.921481274064348,Souss-Massa,Genie Industriel
10,15,9,12,10,12,9,13,11,15,15,13,15,13,15,15,9,10,11,13,11,11,12,9,12.0,15.24245149927931,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
12,10,13,15,9,10,10,9,11,10,9,15,12,15,15,15,9,14,10,9,15,9,15,10,11.708333333333334,15.348637676310185,Marrakech-Safi,Genie Mecanique
15,15,15,12,10,14,13,11,9,9,15,9,10,12,10,15,14,15,11,12,15,15,12,10,12.416666666666666,13.247788806877956,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,13,10,9,14,10,12,9,11,12,15,9,9,11,10,15,10,14,14,9,13,12,9,14,11.625,15.26987900497532,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,11,10,9,9,10,11,15,13,13,15,12,10,13,11,15,14,14,14,14,9,12,10,9,11.833333333333334,16.183794262783955,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
9,14,14,13,11,12,15,14,13,14,15,10,15,13,10,15,11,15,10,11,12,9,11,14,12.5,13.559424858838048,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,9,12,14,9,11,9,12,14,15,15,11,14,15,13,15,13,13,11,14,14,12,10,15,12.708333333333334,16.762546873412752,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,9,10,15,14,14,10,15,13,14,12,11,10,11,11,15,15,11,9,13,15,15,15,10,12.458333333333334,14.73533215023276,Souss-Massa,Genie Civil(BTP)
14,9,15,13,15,14,15,15,14,12,15,11,9,12,13,15,14,11,15,12,12,11,9,14,12.875,15.775141947017296,Marrakech-Safi,Genie Electrique
11,15,13,11,9,14,11,13,15,12,15,12,13,11,11,15,11,9,15,10,9,14,13,14,12.333333333333334,16.337891502313106,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
9,15,14,15,12,9,11,9,15,9,10,14,14,9,12,15,10,14,13,13,14,10,15,11,12.166666666666666,16.993525468188334,Souss-Massa,Genie Mecanique
15,14,15,14,15,11,14,10,14,14,15,11,13,11,15,15,9,10,14,14,14,12,15,12,13.166666666666666,16.54874714321189,Laayoune-Sakia El Hamra,Genie Industriel
13,14,13,14,9,11,13,10,12,10,15,11,11,14,12,15,15,11,14,9,14,14,9,9,12.166666666666666,14.4791992171618,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
11,14,12,10,14,13,13,9,10,14,15,10,11,12,9,15,14,15,13,15,10,13,14,10,12.333333333333334,17.126064182792348,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,14,15,10,15,12,9,13,9,11,14,13,9,13,15,12,14,14,15,11,14,14,14,12.541666666666666,17.39929261636767,Rabat-Sale-Kenitra,Genie Mecanique
10,13,15,11,14,12,14,13,10,10,15,10,15,14,9,15,11,14,9,11,10,11,15,9,12.083333333333334,15.590076546288774,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
9,15,10,15,10,11,14,12,15,14,15,14,15,9,13,15,14,12,13,12,14,15,15,10,12.958333333333334,17.901324184125542,Souss-Massa,Genie Civil(BTP)
11,15,13,15,12,9,13,14,13,9,9,14,9,9,10,15,13,11,15,10,10,9,15,12,11.875,15.212742987419634,Souss-Massa,Genie Civil(BTP)
15,10,9,11,9,10,12,11,13,10,15,15,15,9,13,15,11,10,14,15,9,12,14,10,11.958333333333334,15.844699728417302,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,11,11,15,9,13,14,11,9,14,15,14,9,9,13,15,10,9,15,15,14,11,14,15,12.25,12.46569427790785,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,9,13,9,15,12,11,9,9,15,15,10,15,15,11,15,12,15,11,15,10,9,9,9,11.833333333333334,15.65633738899333,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,15,10,12,14,9,10,13,15,11,13,15,12,12,13,15,9,9,11,12,14,15,13,14,12.458333333333334,15.517801746378598,Guelmim-Oued Noun,Genie Informatique
10,12,9,15,14,9,14,11,11,10,13,11,13,15,10,15,12,11,10,10,13,9,15,10,11.75,15.301183469689445,Oriental,Genie Civil(BTP)
12,15,15,15,13,15,13,10,11,12,11,15,15,15,12,15,11,15,9,11,11,11,15,10,12.791666666666666,17.99805120526738,Souss-Massa,Genie Mecanique
15,13,14,10,9,14,10,12,12,10,15,13,12,14,12,15,11,13,9,14,15,14,14,14,12.666666666666666,16.95554568835993,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,13,15,14,14,14,10,15,10,11,15,11,14,12,15,15,13,13,12,13,9,14,10,11,12.75,16.284165329794995,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,15,15,10,11,9,11,9,14,15,15,15,14,9,15,13,13,10,12,14,11,10,14,12.458333333333334,15.03201756893493,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,12,11,15,14,11,15,15,13,15,12,14,10,9,14,10,12,15,13,10,15,14,13,12.583333333333334,15.96692160090113,Dakhla-Oued Ed-Dahab,Genie Industriel
14,13,15,15,12,10,9,14,14,13,15,10,12,10,14,15,14,14,15,14,10,14,12,13,12.958333333333334,16.444333487404766,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,14,12,13,15,15,10,13,15,15,11,11,15,12,15,13,12,9,10,11,12,12,11,12.375,15.846465526896615,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
10,14,14,15,15,11,15,10,11,13,14,14,13,14,15,15,14,15,15,11,15,10,15,13,13.375,17.447221976994967,Souss-Massa,Genie Mecanique
15,12,12,15,13,9,15,9,15,13,13,12,15,12,14,15,12,15,14,10,15,9,15,15,13.083333333333334,16.14335882876472,Marrakech-Safi,Genie Mecanique
14,11,13,13,11,11,11,11,11,10,15,9,9,13,15,15,10,11,13,15,14,12,11,15,12.208333333333334,17.126711177618073,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,13,10,15,9,10,15,11,15,15,12,14,10,13,15,15,12,13,9,15,15,15,15,10,12.958333333333334,14.280197419290488,Souss-Massa,Genie Civil(BTP)
13,9,15,12,13,14,14,11,9,10,15,15,9,15,9,15,14,11,14,10,12,15,9,10,12.208333333333334,16.074500624472787,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,14,13,10,13,12,12,15,14,15,15,14,11,9,9,15,9,9,11,9,9,11,9,11,11.583333333333334,17.14317380010511,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,14,13,9,13,11,15,15,12,12,15,15,15,13,10,15,11,11,15,11,13,10,15,9,12.541666666666666,16.05339374313936,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
14,15,10,9,11,11,14,11,11,10,15,9,14,14,12,15,13,9,9,12,12,11,11,12,11.833333333333334,15.23393253765381,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
11,12,15,11,12,15,11,9,15,9,15,14,11,9,9,12,9,9,15,13,10,12,14,15,11.958333333333334,17.630969424074465,Beni Mellal-Khenifra,Genie Industriel
13,9,10,14,9,14,15,9,14,11,15,13,13,15,9,15,14,13,10,14,10,11,15,11,12.333333333333334,15.295171466387307,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,10,10,15,9,13,13,9,12,13,15,13,12,15,14,15,9,11,9,13,10,12,9,12,11.75,15.22348294505592,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,9,11,14,14,11,15,13,10,9,15,14,11,15,14,15,9,11,12,14,9,10,13,14,12.291666666666666,15.385010196272898,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,14,14,10,15,15,9,9,13,10,15,12,14,10,15,15,10,12,9,12,9,13,10,12,11.916666666666666,17.8223136365216,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
15,15,12,9,14,14,10,10,14,11,14,10,13,12,13,9,9,10,11,12,14,15,14,14,12.25,13.652323777605485,Souss-Massa,Genie Informatique
11,10,13,12,11,12,9,13,10,10,15,9,10,10,11,15,12,12,9,13,9,12,10,11,11.208333333333334,17.338807220639588,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,15,10,15,13,15,14,13,14,9,15,12,11,10,12,15,15,13,9,13,15,9,10,10,12.541666666666666,16.46396155182993,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,13,12,14,13,14,10,15,11,15,12,10,10,9,15,13,14,9,15,15,10,10,11,12.458333333333334,16.136952017180953,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,15,11,15,9,13,15,14,12,10,13,12,9,13,12,15,14,13,12,12,9,10,15,12,12.416666666666666,14.404993397792309,Souss-Massa,Genie Civil(BTP)
13,15,11,14,10,11,15,15,15,13,14,10,9,13,13,13,13,10,14,15,14,14,15,15,13.083333333333334,16.863057411340588,Laayoune-Sakia El Hamra,Genie Industriel
9,15,15,10,9,13,15,14,11,12,14,15,12,11,14,15,15,13,15,9,11,11,11,9,12.416666666666666,16.313476492968864,Souss-Massa,Genie Electrique
10,12,12,10,10,13,13,12,13,14,15,14,15,13,13,15,9,9,12,9,10,14,13,9,12.041666666666666,17.323976651312282,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,11,9,11,14,12,12,10,14,15,15,11,14,14,15,14,13,9,15,10,11,14,10,12.166666666666666,13.962275957201063,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,14,12,9,13,11,9,11,11,11,15,9,9,11,9,15,10,12,9,14,10,13,15,13,11.625,16.946122815067387,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
12,15,10,9,15,14,13,15,14,15,15,12,15,12,10,11,14,15,15,11,15,14,15,9,13.125,16.996683765022947,Souss-Massa,Genie Industriel
12,13,13,14,9,10,13,12,15,15,14,10,13,15,13,14,14,11,14,14,11,13,15,13,12.916666666666666,17.377797497068492,Marrakech-Safi,Genie Industriel
14,11,11,14,15,13,15,12,11,11,15,11,9,11,11,15,14,11,9,11,15,13,9,12,12.208333333333334,16.506980836658908,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,14,14,13,10,15,12,9,15,13,14,9,12,13,14,11,15,15,14,9,11,10,15,10,12.541666666666666,17.904643844526515,Rabat-Sale-Kenitra,Genie Industriel
11,13,15,15,13,9,11,15,9,14,13,13,14,14,12,15,13,15,15,15,14,14,15,10,13.208333333333334,16.16321956648645,Laayoune-Sakia El Hamra,Genie Mecanique
10,12,9,14,12,10,15,14,9,9,15,14,14,13,12,15,10,10,14,14,12,9,14,14,12.25,15.606838471614498,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
15,13,10,13,10,14,14,12,15,15,15,10,12,10,13,14,9,9,15,10,10,11,14,9,12.166666666666666,14.618475087209395,Souss-Massa,Genie Industriel
14,10,14,9,14,13,11,13,15,10,15,15,15,11,13,15,9,14,10,13,15,12,14,14,12.833333333333334,13.495119049950024,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,10,15,15,11,9,11,14,9,15,15,10,12,10,12,15,12,15,11,10,9,11,13,10,11.833333333333334,16.28641311802361,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,14,15,14,12,13,10,11,12,14,15,14,15,9,9,15,13,12,10,13,11,9,13,12,12.458333333333334,16.790389626929937,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,13,9,15,10,9,11,11,10,11,14,11,15,15,15,15,11,14,14,14,14,9,15,10,12.25,16.965110327151255,Marrakech-Safi,Genie Mecanique
9,10,12,12,14,10,10,10,14,12,15,10,9,11,15,13,11,11,15,15,14,11,14,9,11.916666666666666,16.024032566329307,Marrakech-Safi,Genie Industriel
9,12,11,15,14,14,11,12,10,9,10,15,14,13,9,15,15,15,12,12,14,13,15,10,12.458333333333334,15.10364329157156,Souss-Massa,Genie Mecanique
13,15,11,14,13,10,13,13,14,13,15,14,13,13,15,15,10,11,15,14,11,10,9,15,12.875,17.474608971440432,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,12,13,10,14,12,10,9,14,15,12,11,10,12,15,14,11,14,10,10,10,13,12,11.916666666666666,16.044869137070418,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,10,10,11,9,15,13,11,15,15,15,15,11,9,10,15,10,12,13,11,15,10,15,11,12.208333333333334,16.695527583048005,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
14,15,12,9,10,11,15,12,9,13,15,10,14,13,14,15,13,12,12,10,11,9,14,10,12.166666666666666,16.549296615232787,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
11,9,11,11,9,10,15,13,11,9,15,15,12,12,12,15,15,13,9,12,14,11,14,12,12.083333333333334,15.50806365727998,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
14,12,10,11,14,14,11,10,11,15,15,12,13,9,9,15,13,14,12,9,14,10,9,13,12.041666666666666,15.491204463854697,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,13,15,12,9,12,12,11,12,15,12,15,9,13,15,14,15,9,11,12,10,11,12,12.25,17.162004979503635,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,15,13,11,15,13,10,14,11,15,15,15,11,9,11,15,11,13,10,11,11,9,12,11,12.166666666666666,15.648527820731372,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,15,15,9,10,14,11,15,13,14,14,15,13,12,10,11,13,15,14,13,11,15,11,12.833333333333334,15.858807094153208,Draa-Tafilalet,Genie Industriel
11,15,11,12,13,13,15,11,9,13,15,13,9,14,14,15,11,15,12,12,14,9,13,12,12.541666666666666,12.049878346989496,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,9,13,10,15,9,15,11,14,15,15,12,11,13,10,15,15,12,13,13,10,12,14,9,12.416666666666666,16.557298442046058,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
13,14,11,15,14,14,14,11,15,14,14,10,14,14,13,9,9,12,13,15,15,15,10,10,12.833333333333334,16.491218614472597,Souss-Massa,Genie Informatique
12,10,10,15,12,11,14,14,15,9,15,12,10,12,12,15,15,14,15,12,9,15,11,13,12.583333333333334,16.818549570211157,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,14,13,12,14,12,15,14,10,14,15,9,11,15,14,15,15,10,10,10,15,14,15,13,13.041666666666666,17.33223475711315,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
10,9,13,15,12,12,15,11,11,15,11,12,14,12,12,15,11,12,15,10,15,12,15,14,12.625,13.85679311047834,Casablanca-Settat,Genie Civil(BTP)
12,15,13,15,11,13,12,13,15,15,15,12,14,11,11,9,14,9,15,10,11,9,15,15,12.666666666666666,16.61364508954244,Souss-Massa,Genie Industriel
15,14,10,13,15,11,12,15,9,11,15,9,9,14,11,15,15,11,15,13,12,14,10,9,12.375,17.092159642576995,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,11,10,14,13,15,11,12,10,10,15,12,12,11,11,15,13,9,14,10,15,15,10,10,12.083333333333334,15.65172640631078,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,14,9,11,12,14,14,11,12,15,9,13,12,14,15,13,13,10,13,12,13,10,13,12.125,17.093509631007908,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
13,14,12,14,11,14,14,15,14,14,15,13,13,10,12,15,11,15,9,13,15,12,14,11,13.041666666666666,16.839057134471958,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
10,13,13,14,14,11,15,10,13,12,15,12,10,13,9,15,13,9,15,9,12,14,15,15,12.541666666666666,12.638050165979266,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,11,12,11,15,14,10,11,14,9,15,10,15,15,11,15,15,13,15,9,12,12,12,10,12.541666666666666,17.275842548143586,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,15,12,13,11,11,12,13,15,15,10,11,15,12,15,9,9,12,11,14,10,13,15,12.458333333333334,17.335446960621905,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,14,15,9,15,15,13,9,15,12,11,9,14,14,14,11,13,13,9,13,15,15,15,15,13.0,16.818871531861117,Fes-Meknes,Genie Informatique
10,15,9,10,13,14,15,13,9,10,15,15,15,11,15,15,14,14,12,9,15,12,12,15,12.791666666666666,17.827717975762468,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,12,15,9,10,15,9,13,13,15,10,12,10,11,15,10,10,12,14,9,14,12,10,12.041666666666666,17.910140159332933,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,11,13,9,11,12,11,13,15,11,14,15,14,15,11,15,13,9,14,9,15,11,15,10,12.5,16.712413153185125,Souss-Massa,Genie Industriel
13,14,10,15,11,14,9,14,15,9,9,12,11,10,11,15,14,12,11,10,9,13,15,9,11.875,15.815307469602688,Guelmim-Oued Noun,Genie Civil(BTP)
14,13,9,13,10,11,15,9,11,10,15,9,12,11,15,15,10,12,11,14,15,11,11,13,12.041666666666666,16.757780214678093,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,10,12,13,15,12,12,15,11,15,13,14,14,12,13,15,11,15,11,10,11,14,12,12.541666666666666,16.95128317465059,Souss-Massa,Genie Industriel
11,14,10,12,11,9,13,11,14,9,15,12,10,11,13,15,14,13,15,15,14,11,12,11,12.291666666666666,15.106155373257495,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
13,14,10,12,15,14,10,11,10,12,15,14,9,12,11,15,15,13,12,15,14,9,15,9,12.458333333333334,17.12024447531429,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,12,10,15,10,11,9,9,9,9,15,14,13,13,11,15,15,9,13,11,10,14,9,15,11.916666666666666,15.50799042125142,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,12,15,15,14,10,12,10,11,12,13,12,14,11,12,15,12,9,9,11,13,11,15,15,12.166666666666666,15.047153786547412,Guelmim-Oued Noun,Genie Civil(BTP)
11,13,15,12,14,11,10,15,14,11,14,13,13,13,12,15,12,11,14,10,15,10,15,13,12.75,15.408640855063393,Souss-Massa,Genie Industriel
13,9,9,14,11,9,15,14,9,15,15,11,13,10,13,15,13,10,12,14,13,12,12,12,12.208333333333334,16.277379001013678,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
11,13,13,9,13,10,15,14,15,11,15,15,10,9,12,15,10,10,14,14,9,12,10,14,12.208333333333334,15.45567578228305,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,14,15,11,12,10,10,12,13,10,15,14,15,12,15,9,14,15,9,13,15,15,11,12.666666666666666,17.507828595506954,Casablanca-Settat,Genie Mecanique
12,9,13,11,10,9,11,9,10,15,15,15,12,14,14,15,12,14,11,10,10,14,9,11,11.875,15.563589832375817,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,14,12,11,11,9,11,9,15,15,15,14,13,15,12,15,14,12,15,12,15,9,11,9,12.416666666666666,16.014093032367875,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
14,15,14,10,9,13,9,15,10,12,15,11,13,9,10,15,15,13,9,11,13,14,15,13,12.375,15.071372650338256,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
